LineNo,TokenNo,CTS-URN,Sentence-URN,Sentence-Seq,Token-URN,Token-Seq,Head-Token-URN,Surface-Form,Lemma,POS1-PoS,POS2-Person,POS3-Number,POS4-Tense,POS5-Mood,POS6-Voice,POS7-Gender,POS8-Case,POS9-Degree,Head-Token-Lemma,Relation,Who-Said-It,Lsj-URN
236,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:236.6,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_6,1597,urn:cite2:fuSyntax:0011004tokens.v1:2386655_7,ὅστις,ὅστις1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,εἰμί1,PNOM,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n75598
236,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:236.7,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_7,1598,urn:cite2:fuSyntax:0011004tokens.v1:2386655_2,ἐστί,εἰμί1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,ἀνήρ1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n31130
236,8,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:236.8,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_8,1599,urn:cite2:fuSyntax:0011004tokens.v1:2386655_7,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,εἰμί1,AuxX,Οἰδίπους,null
236,9,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:236.9,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_9,1600,urn:cite2:fuSyntax:0011004tokens.v1:2386655_3,γῆς,γῆ1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:genitive,null,ἀπαυδάω1,OBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n22100
237,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:237.1,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_10,1601,urn:cite2:fuSyntax:0011004tokens.v1:2386655_9,τῆσδʼ,ὅδε1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:genitive,null,γῆ1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n72010
237,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:237.2,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_11,1602,urn:cite2:fuSyntax:0011004tokens.v1:2386655_0,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxX,Οἰδίπους,null
237,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:237.3,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_12,1603,urn:cite2:fuSyntax:0011004tokens.v1:2386655_16,ἧς,ὅς1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:genitive,null,καί1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n75512
237,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:237.4,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_13,1604,urn:cite2:fuSyntax:0011004tokens.v1:2386655_18,ἐγὼ,ἐγώ1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,νέμω1,SBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n30657
237,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:237.5,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_14,1605,urn:cite2:fuSyntax:0011004tokens.v1:2386655_16,κράτη,κράτος1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,καί1,ADV_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n59741
237,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:237.6,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_15,1606,urn:cite2:fuSyntax:0011004tokens.v1:2386655_16,τε,τε1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,καί1,AuxY,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n102752
237,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:237.7,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_16,1607,urn:cite2:fuSyntax:0011004tokens.v1:2386655_18,καὶ,καί1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,νέμω1,COORD,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n51951
237,8,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:237.8,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_17,1608,urn:cite2:fuSyntax:0011004tokens.v1:2386655_16,θρόνους,θρόνος1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,καί1,ADV_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n49205
237,9,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:237.9,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_18,1609,urn:cite2:fuSyntax:0011004tokens.v1:2386655_9,νέμω,νέμω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:first_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,γῆ1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n70188
237,10,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:237.10,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_19,1610,urn:cite2:fuSyntax:0011004tokens.v1:2386655_35,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,μήτε1,AuxX,Οἰδίπους,null
238,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:238.1,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_20,1611,urn:cite2:fuSyntax:0011004tokens.v1:2386655_22,μήτʼ,μήτε1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,μήτε1,AuxY,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n67541
238,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:238.2,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_21,1612,urn:cite2:fuSyntax:0011004tokens.v1:2386655_22,εἰσδέχεσθαι,εἰσδέχομαι1,urn:cite2:fuSyntax:pos.v1:verb,null,null,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:infinitive,urn:cite2:fuSyntax:voice.v1:medio_passive,null,null,null,μήτε1,ADV_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n31323
238,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:238.3,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_22,1613,urn:cite2:fuSyntax:0011004tokens.v1:2386655_35,μήτε,μήτε1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,μήτε1,COORD,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n67541
238,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:238.4,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_23,1614,urn:cite2:fuSyntax:0011004tokens.v1:2386655_22,προσφωνεῖν,προσφωνέω1,urn:cite2:fuSyntax:pos.v1:verb,null,null,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:infinitive,urn:cite2:fuSyntax:voice.v1:active,null,null,null,μήτε1,ADV_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n90351
238,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:238.5,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_24,1615,urn:cite2:fuSyntax:0011004tokens.v1:2386655_22,τινα,τις1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,μήτε1,SBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n104051
238,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:238.6,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_25,1616,urn:cite2:fuSyntax:0011004tokens.v1:2386655_35,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,μήτε1,AuxX,Οἰδίπους,null
239,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:239.1,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_26,1617,urn:cite2:fuSyntax:0011004tokens.v1:2386655_30,μήτʼ,μήτε1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,μήτε1,AuxY,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n67541
239,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:239.2,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_27,1618,urn:cite2:fuSyntax:0011004tokens.v1:2386655_32,ἐν,ἐν1,urn:cite2:fuSyntax:pos.v1:preposition,null,null,null,null,null,null,null,null,κοινός1,AuxP,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n34700
239,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:239.3,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_28,1619,urn:cite2:fuSyntax:0011004tokens.v1:2386655_29,θεῶν,θεός1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,εὐχή1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n48291
239,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:239.4,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_29,1620,urn:cite2:fuSyntax:0011004tokens.v1:2386655_30,εὐχαῖσι,εὐχή1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:dative,null,μήτε1,ADV_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n45492
239,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:239.5,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_30,1621,urn:cite2:fuSyntax:0011004tokens.v1:2386655_27,μήτε,μήτε1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,ἐν1,COORD,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n67541
239,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:239.6,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_31,1622,urn:cite2:fuSyntax:0011004tokens.v1:2386655_30,θύμασιν,θῦμα1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:dative,null,μήτε1,ADV_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n49342
240,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:240.1,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_32,1623,urn:cite2:fuSyntax:0011004tokens.v1:2386655_33,κοινὸν,κοινός1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,ποιέω1,OCOMP,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n58429
240,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:240.2,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_33,1624,urn:cite2:fuSyntax:0011004tokens.v1:2386655_35,ποεῖσθαι,ποιέω1,urn:cite2:fuSyntax:pos.v1:verb,null,null,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:infinitive,urn:cite2:fuSyntax:voice.v1:medio_passive,null,null,null,μήτε1,ADV_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n84234
240,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:240.3,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_34,1625,urn:cite2:fuSyntax:0011004tokens.v1:2386655_35,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,μήτε1,AuxX,Οἰδίπους,null
240,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:240.4,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_35,1626,urn:cite2:fuSyntax:0011004tokens.v1:2386655_3,μήτε,μήτε1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,ἀπαυδάω1,COORD,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n67541
240,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:240.5,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_36,1627,urn:cite2:fuSyntax:0011004tokens.v1:2386655_37,χέρνιβας,χέρνιψ1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:accusative,null,νέμω1,OBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n113814
240,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:240.6,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_37,1628,urn:cite2:fuSyntax:0011004tokens.v1:2386655_35,νέμειν,νέμω1,urn:cite2:fuSyntax:pos.v1:verb,null,null,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:infinitive,urn:cite2:fuSyntax:voice.v1:active,null,null,null,μήτε1,ADV_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n70188
240,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:240.7,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_38,1629,urn:cite2:fuSyntax:0011004tokens.v1:2386655_0,:,punc1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους,null
241,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:241.1,urn:cite2:fuSyntax:0011004sentences.v1:2386656,111,urn:cite2:fuSyntax:0011004tokens.v1:2386656_1,1630,urn:cite2:fuSyntax:0011004tokens.v1:2386656_0,ὠθεῖν,ὠθέω1,urn:cite2:fuSyntax:pos.v1:verb,null,null,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:infinitive,urn:cite2:fuSyntax:voice.v1:active,null,null,null,-,OBJ_ExD0_PRED_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n116070
241,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:241.2,urn:cite2:fuSyntax:0011004sentences.v1:2386656,111,urn:cite2:fuSyntax:0011004tokens.v1:2386656_2,1631,urn:cite2:fuSyntax:0011004tokens.v1:2386656_0,δʼ,δέ1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,-,COORD_ExD0_PRED_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n23596
241,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:241.3,urn:cite2:fuSyntax:0011004sentences.v1:2386656,111,urn:cite2:fuSyntax:0011004tokens.v1:2386656_3,1632,urn:cite2:fuSyntax:0011004tokens.v1:2386656_1,ἀπʼ,ἀπό1,urn:cite2:fuSyntax:pos.v1:preposition,null,null,null,null,null,null,null,null,ὠθέω1,AuxP,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n12243
241,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:241.4,urn:cite2:fuSyntax:0011004sentences.v1:2386656,111,urn:cite2:fuSyntax:0011004tokens.v1:2386656_4,1633,urn:cite2:fuSyntax:0011004tokens.v1:2386656_3,οἴκων,οἶκος1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,ἀπό1,OBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n72357
241,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:241.5,urn:cite2:fuSyntax:0011004sentences.v1:2386656,111,urn:cite2:fuSyntax:0011004tokens.v1:2386656_5,1634,urn:cite2:fuSyntax:0011004tokens.v1:2386656_1,πάντας,πᾶς1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,ὠθέω1,SBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n79904
241,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:241.6,urn:cite2:fuSyntax:0011004sentences.v1:2386656,111,urn:cite2:fuSyntax:0011004tokens.v1:2386656_6,1635,urn:cite2:fuSyntax:0011004tokens.v1:2386656_11,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,εἰμί1,AuxX,Οἰδίπους,null
241,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:241.7,urn:cite2:fuSyntax:0011004sentences.v1:2386656,111,urn:cite2:fuSyntax:0011004tokens.v1:2386656_7,1636,urn:cite2:fuSyntax:0011004tokens.v1:2386656_11,ὡς,ὡς1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,εἰμί1,AuxY,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n116401
241,8,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:241.8,urn:cite2:fuSyntax:0011004sentences.v1:2386656,111,urn:cite2:fuSyntax:0011004tokens.v1:2386656_8,1637,urn:cite2:fuSyntax:0011004tokens.v1:2386656_11,μιάσματος,μίασμα1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:genitive,null,εἰμί1,PNOM,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n67663
242,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:242.1,urn:cite2:fuSyntax:0011004sentences.v1:2386656,111,urn:cite2:fuSyntax:0011004tokens.v1:2386656_9,1638,urn:cite2:fuSyntax:0011004tokens.v1:2386656_11,τοῦδʼ,ὅδε1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,εἰμί1,SBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n72010
242,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:242.2,urn:cite2:fuSyntax:0011004sentences.v1:2386656,111,urn:cite2:fuSyntax:0011004tokens.v1:2386656_10,1639,urn:cite2:fuSyntax:0011004tokens.v1:2386656_11,ἡμὶν,ἐγώ1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:dative,null,εἰμί1,ADV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n30657
242,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:242.3,urn:cite2:fuSyntax:0011004sentences.v1:2386656,111,urn:cite2:fuSyntax:0011004tokens.v1:2386656_11,1640,urn:cite2:fuSyntax:0011004tokens.v1:2386656_1,ὄντος,εἰμί1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,ὠθέω1,ADV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n31130
242,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:242.4,urn:cite2:fuSyntax:0011004sentences.v1:2386656,111,urn:cite2:fuSyntax:0011004tokens.v1:2386656_12,1641,urn:cite2:fuSyntax:0011004tokens.v1:2386656_11,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,εἰμί1,AuxX,Οἰδίπους,null
242,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:242.5,urn:cite2:fuSyntax:0011004sentences.v1:2386656,111,urn:cite2:fuSyntax:0011004tokens.v1:2386656_13,1642,urn:cite2:fuSyntax:0011004tokens.v1:2386656_11,ὡς,ὡς1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,εἰμί1,AuxC,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n116401
242,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:242.6,urn:cite2:fuSyntax:0011004sentences.v1:2386656,111,urn:cite2:fuSyntax:0011004tokens.v1:2386656_14,1643,urn:cite2:fuSyntax:0011004tokens.v1:2386656_17,τὸ,ὁ1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:nominative,null,μαντεῖος1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n71882
242,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:242.7,urn:cite2:fuSyntax:0011004sentences.v1:2386656,111,urn:cite2:fuSyntax:0011004tokens.v1:2386656_15,1644,urn:cite2:fuSyntax:0011004tokens.v1:2386656_17,Πυθικὸν,Πυθικός1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:nominative,null,μαντεῖος1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n91368
242,8,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:242.8,urn:cite2:fuSyntax:0011004sentences.v1:2386656,111,urn:cite2:fuSyntax:0011004tokens.v1:2386656_16,1645,urn:cite2:fuSyntax:0011004tokens.v1:2386656_17,θεοῦ,θεός1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,μαντεῖος1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n48291
243,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:243.1,urn:cite2:fuSyntax:0011004sentences.v1:2386656,111,urn:cite2:fuSyntax:0011004tokens.v1:2386656_17,1646,urn:cite2:fuSyntax:0011004tokens.v1:2386656_18,μαντεῖον,μαντεῖος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:nominative,null,ἐκφαίνω1,SBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n64946
243,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:243.2,urn:cite2:fuSyntax:0011004sentences.v1:2386656,111,urn:cite2:fuSyntax:0011004tokens.v1:2386656_18,1647,urn:cite2:fuSyntax:0011004tokens.v1:2386656_13,ἐξέφηνεν,ἐκφαίνω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,ὡς1,ADV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n33136
243,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:243.3,urn:cite2:fuSyntax:0011004sentences.v1:2386656,111,urn:cite2:fuSyntax:0011004tokens.v1:2386656_19,1648,urn:cite2:fuSyntax:0011004tokens.v1:2386656_18,ἀρτίως,ἄρτιος1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,ἐκφαίνω1,ADV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n15682
